Title,Year,Score,Genre,Vote,Director,Runtime,Revenue,Oscar,Guild,Globe,win,nominee
New Kids Nitro,2011,6.0,"Action, Comedy",7729,Steffen Haars,74,,-1.0,-1.0,-1.0,-1.0,False
New Kids Turbo,2010,6.4,"Action, Comedy",13444,Steffen Haars,84,,-1.0,-1.0,-1.0,-1.0,False
New Nightmare,1994,6.5,"Fantasy, Horror, Mystery",44605,Wes Craven,112,18.09,-1.0,-1.0,-1.0,-1.0,False
New Year's Eve,2011,5.7,"Comedy, Romance",74342,Garry Marshall,113,54.54,-1.0,-1.0,-1.0,-1.0,False
New York,2009,6.8,"Crime, Drama, Thriller",9314,Kabir Khan,153,0.98,-1.0,-1.0,-1.0,-1.0,False
New York Minute,2004,4.9,"Comedy, Crime, Family",19788,Dennie Gordon,91,14.02,-1.0,-1.0,-1.0,-1.0,False
New York Stories,1989,6.4,"Comedy, Drama, Romance",15322,Woody Allen,124,10.76,-1.0,-1.0,-1.0,-1.0,False
"New York, I Love You",2008,6.3,"Comedy, Drama, Romance",42362,Fatih Akin,103,1.59,-1.0,-1.0,-1.0,-1.0,False
"New York, New York",1977,6.7,"Drama, Music, Musical",15693,Martin Scorsese,155,13.8,-1.0,-1.0,0.0,0.0,True
New in Town,2009,5.6,"Comedy, Romance",19767,Jonas Elmer,97,16.73,-1.0,-1.0,-1.0,-1.0,False
Newness,2017,6.4,"Drama, Romance",7298,Drake Doremus,117,,-1.0,-1.0,-1.0,-1.0,False
Newton,2017,7.8,Drama,10635,Amit Masurkar,106,,-1.0,-1.0,-1.0,-1.0,False
Next,2007,6.2,"Action, Sci-Fi, Thriller",137072,Lee Tamahori,96,18.21,-1.0,-1.0,-1.0,-1.0,False
Next Day Air,2009,5.8,"Action, Comedy, Crime",9701,Benny Boom,84,10.02,-1.0,-1.0,-1.0,-1.0,False
Next Friday,2000,6.1,Comedy,32451,Steve Carr,98,57.33,-1.0,-1.0,-1.0,-1.0,False
Next Gen,2018,6.6,"Animation, Action, Adventure",7766,Kevin R. Adams,106,,-1.0,-1.0,-1.0,-1.0,False
Next of Kin,1989,5.7,"Action, Crime, Thriller",8139,John Irvin,108,15.94,-1.0,-1.0,-1.0,-1.0,False
Niagara,1953,7.1,"FilmNoir, Thriller",12860,Henry Hathaway,92,,-1.0,-1.0,-1.0,-1.0,False
Nice Dreams,1981,6.2,"Comedy, Crime",6297,Tommy Chong,88,33.98,-1.0,-1.0,-1.0,-1.0,False
Nicholas Nickleby,2002,7.2,"Adventure, Drama, Romance",10570,Douglas McGrath,132,1.59,-1.0,-1.0,-1.0,-1.0,False
Nick and Norah's Infinite Playlist,2008,6.7,"Comedy, Drama, Music",82644,Peter Sollett,90,31.49,-1.0,-1.0,-1.0,-1.0,False
Nick of Time,1995,6.3,"Action, Crime, Drama",35905,John Badham,90,8.17,-1.0,-1.0,-1.0,-1.0,False
Night Moves,2013,6.0,"Action, Drama, Thriller",12177,Kelly Reichardt,112,0.25,-1.0,-1.0,-1.0,-1.0,False
Night Moves,1975,7.2,"Crime, Mystery, Thriller",9784,Arthur Penn,100,,-1.0,-1.0,-1.0,-1.0,False
Night Shift,1982,6.5,Comedy,12395,Ron Howard,106,23.6,-1.0,-1.0,0.0,0.0,True
Night Train,2009,5.7,"Crime, Horror, Mystery",8421,Brian King,83,,-1.0,-1.0,-1.0,-1.0,False
Night Train to Lisbon,2013,6.8,"Mystery, Romance, Thriller",15980,Bille August,111,,-1.0,-1.0,-1.0,-1.0,False
Night Watch,2004,6.5,"Action, Fantasy, Horror",49992,Timur Bekmambetov,114,1.49,-1.0,-1.0,-1.0,-1.0,False
Night and the City,1950,8.0,"Crime, FilmNoir, Mystery",10056,Jules Dassin,101,3.6,-1.0,-1.0,-1.0,-1.0,False
Night at the Museum,2006,6.4,"Adventure, Comedy, Family",275202,Shawn Levy,108,250.86,-1.0,-1.0,-1.0,-1.0,False
Night at the Museum 2,2009,5.9,"Adventure, Comedy, Family",153668,Shawn Levy,105,177.24,-1.0,-1.0,-1.0,-1.0,False
Night at the Museum: Secret of the Tomb,2014,6.2,"Adventure, Comedy, Family",86816,Shawn Levy,98,113.75,-1.0,-1.0,-1.0,-1.0,False
Night of the Comet,1984,6.4,"Comedy, Horror, Sci-Fi",15542,Thom Eberhardt,95,14.42,-1.0,-1.0,-1.0,-1.0,False
Night of the Creeps,1986,6.8,"Comedy, Horror, Sci-Fi",17461,Fred Dekker,88,0.59,-1.0,-1.0,-1.0,-1.0,False
Night of the Demon,1957,7.6,"Fantasy, Horror, Mystery",10089,Jacques Tourneur,95,,-1.0,-1.0,-1.0,-1.0,False
Night of the Demons,1988,6.3,"Comedy, Fantasy, Horror",10985,Kevin Tenney,90,3.11,-1.0,-1.0,-1.0,-1.0,False
Night of the Demons,2009,4.7,"Action, Comedy, Horror",6521,Adam Gierasch,93,,-1.0,-1.0,-1.0,-1.0,False
Night of the Living Dead,1968,7.9,Horror,101955,George A. Romero,96,0.09,-1.0,-1.0,-1.0,-1.0,False
Night of the Living Dead,1990,6.9,Horror,34979,Tom Savini,92,5.84,-1.0,-1.0,-1.0,-1.0,False
Night on Earth,1991,7.8,"Comedy, Drama",48129,Jim Jarmusch,129,2.02,-1.0,-1.0,-1.0,-1.0,False
Nightbreed,1990,6.6,"Action, Fantasy, Horror",16876,Clive Barker,102,8.86,-1.0,-1.0,-1.0,-1.0,False
Nightcrawler,2014,7.9,"Crime, Drama, Thriller",383875,Dan Gilroy,117,32.38,0.0,0.0,0.0,0.0,True
Nighthawks,1981,6.4,"Action, Crime, Thriller",14505,Bruce Malmuth,99,14.91,-1.0,-1.0,-1.0,-1.0,False
Nightmare Alley,1947,7.8,"Drama, FilmNoir",6069,Edmund Goulding,110,,-1.0,-1.0,-1.0,-1.0,False
Nightmare Vacation,1983,6.3,Horror,20798,Robert Hiltzik,84,11.0,-1.0,-1.0,-1.0,-1.0,False
Nightmare Vacation 2,1988,5.7,"Comedy, Horror",8426,Michael A. Simpson,80,,-1.0,-1.0,-1.0,-1.0,False
Nights in Rodanthe,2008,6.0,"Drama, Romance",20635,George C. Wolfe,97,41.85,-1.0,-1.0,-1.0,-1.0,False
Nightwatch,1997,6.2,"Drama, Horror, Thriller",17601,Ole Bornedal,101,1.2,-1.0,-1.0,-1.0,-1.0,False
Nikita,1990,7.4,"Action, Thriller",61328,Luc Besson,117,5.02,-1.0,-1.0,-1.0,-1.0,False
Nil by Mouth,1997,7.4,Drama,7807,Gary Oldman,128,,-1.0,-1.0,-1.0,-1.0,False
Nim's Island,2008,6.0,"Adventure, Comedy, Family",30740,Jennifer Flackett,96,48.01,-1.0,-1.0,-1.0,-1.0,False
Nine,2009,5.8,"Drama, Musical, Romance",40259,Rob Marshall,118,19.66,0.0,0.0,0.0,0.0,True
Nine 1/2 Weeks,1986,5.9,"Drama, Romance",33555,Adrian Lyne,117,6.73,-1.0,-1.0,-1.0,-1.0,False
Nine Dead,2010,5.5,"Crime, Drama, Horror",11041,Chris Shadley,98,,-1.0,-1.0,-1.0,-1.0,False
Nine Lives,2016,5.3,"Comedy, Drama, Family",17176,Barry Sonnenfeld,87,19.64,-1.0,-1.0,-1.0,-1.0,False
Nine Lives,2005,6.8,Drama,6226,Rodrigo García,115,0.48,-1.0,-1.0,-1.0,-1.0,False
Nine Months,1995,5.5,"Comedy, Romance",32631,Chris Columbus,103,69.7,-1.0,-1.0,-1.0,-1.0,False
Nine Queens,2000,7.9,"Crime, Drama, Thriller",44602,Fabián Bielinsky,114,1.22,-1.0,-1.0,-1.0,-1.0,False
Nineteen Eighty-Four,1984,7.2,"Drama, Sci-Fi",58078,Michael Radford,113,8.4,-1.0,-1.0,-1.0,-1.0,False
Ninja,2009,5.5,"Action, Crime, Drama",10959,Isaac Florentine,86,,-1.0,-1.0,-1.0,-1.0,False
Ninja Assassin,2009,6.4,"Action, Thriller",63183,James McTeigue,99,38.11,-1.0,-1.0,-1.0,-1.0,False
Ninja Scroll,1993,7.9,"Animation, Action, Adventure",30447,Yoshiaki Kawajiri,94,,-1.0,-1.0,-1.0,-1.0,False
Ninja: Shadow of a Tear,2013,6.2,"Action, Crime, Thriller",9939,Isaac Florentine,95,,-1.0,-1.0,-1.0,-1.0,False
Ninotchka,1939,8.0,"Comedy, Romance",16600,Ernst Lubitsch,110,1.19,0.0,-1.0,-1.0,0.0,True
Nirgendwo in Afrika,2001,7.6,"Biography, Drama",11521,Caroline Link,141,6.17,-1.0,-1.0,-1.0,-1.0,False
Nisshartho Bhalobasha: What is Love!,2013,7.7,"Action, Comedy, Drama",8226,Ananta Jalil,151,,-1.0,-1.0,-1.0,-1.0,False
Nixon,1995,7.1,"Biography, Drama, History",26420,Oliver Stone,192,13.56,0.0,0.0,0.0,0.0,True
No,2012,7.4,Drama,21000,Pablo Larraín,118,2.34,0.0,-1.0,-1.0,0.0,True
No Country for Old Men,2007,8.1,"Crime, Drama, Thriller",736399,Ethan Coen,122,74.28,1.0,-1.0,1.0,1.0,True
No Deposit,2015,5.3,Drama,8446,Frank D'Angelo,80,,-1.0,-1.0,-1.0,-1.0,False
No Entry,2005,6.6,"Comedy, Drama, Musical",9260,Anees Bazmee,158,0.68,-1.0,-1.0,-1.0,-1.0,False
No Escape,2015,6.8,"Action, Thriller",67334,John Erick Dowdle,103,27.29,-1.0,-1.0,-1.0,-1.0,False
No Escape,1994,6.1,"Action, Drama, Sci-Fi",17165,Martin Campbell,118,15.34,-1.0,-1.0,-1.0,-1.0,False
No Good Deed,2014,5.6,"Crime, Drama, Thriller",15356,Sam Miller,84,52.54,-1.0,-1.0,-1.0,-1.0,False
No Good Deed,2002,5.5,"Action, Crime, Drama",6497,Bob Rafelson,103,0.18,-1.0,-1.0,-1.0,-1.0,False
No Man's Land,2001,8.0,"Drama, War",41234,Danis Tanovic,98,1.06,1.0,-1.0,-1.0,1.0,True
No One Killed Jessica,2011,7.2,"Biography, Crime, Drama",9502,Raj Kumar Gupta,136,0.44,-1.0,-1.0,-1.0,-1.0,False
No One Lives,2012,6.0,"Horror, Thriller",16165,Ryûhei Kitamura,86,0.07,-1.0,-1.0,-1.0,-1.0,False
No Reservations,2007,6.3,"Comedy, Drama, Romance",65209,Scott Hicks,104,43.11,-1.0,-1.0,-1.0,-1.0,False
"No Retreat, No Surrender",1986,5.7,"Action, Comedy, Crime",13696,Corey Yuen,85,4.66,-1.0,-1.0,-1.0,-1.0,False
No Strings Attached,2011,6.2,"Comedy, Romance",191925,Ivan Reitman,108,70.66,-1.0,-1.0,-1.0,-1.0,False
No Way Out,1987,7.1,"Action, Crime, Drama",30797,Roger Donaldson,114,35.51,-1.0,-1.0,-1.0,-1.0,False
No se aceptan devoluciones,2013,7.6,"Comedy, Drama",26063,Eugenio Derbez,115,44.47,-1.0,-1.0,-1.0,-1.0,False
Noah,2014,5.8,"Action, Adventure, Drama",222948,Darren Aronofsky,138,101.2,-1.0,-1.0,0.0,0.0,True
Nobody's Fool,1994,7.4,"Comedy, Drama",16471,Robert Benton,110,39.49,0.0,-1.0,0.0,0.0,True
Nocturnal Animals,2016,7.5,"Crime, Drama, Romance",189505,Tom Ford,116,10.64,0.0,0.0,1.0,1.0,True
Noel,2004,6.2,Drama,8040,Chazz Palminteri,96,,-1.0,-1.0,-1.0,-1.0,False
Noises Off...,1992,7.5,Comedy,9193,Peter Bogdanovich,101,2.28,-1.0,-1.0,-1.0,-1.0,False
Non c'è due senza quattro,1984,7.3,"Action, Comedy",7664,Enzo Barboni,99,,-1.0,-1.0,-1.0,-1.0,False
Non si sevizia un paperino,1972,7.2,"Horror, Mystery, Thriller",6461,Lucio Fulci,105,,-1.0,-1.0,-1.0,-1.0,False
Non-Stop,2014,7.0,"Action, Mystery, Thriller",228157,Jaume Collet-Serra,106,92.17,-1.0,-1.0,-1.0,-1.0,False
"Noordzee, Texas",2011,7.2,"Drama, Romance",7204,Bavo Defurne,94,0.03,-1.0,-1.0,-1.0,-1.0,False
Norbit,2007,4.0,"Comedy, Romance",60675,Brian Robbins,102,95.67,0.0,-1.0,-1.0,0.0,True
Norm of the North,2016,3.6,"Animation, Adventure, Comedy",7593,Trevor Wall,90,17.02,-1.0,-1.0,-1.0,-1.0,False
Norma Rae,1979,7.4,Drama,8988,Martin Ritt,114,22.23,1.0,-1.0,1.0,1.0,True
Noroi,2005,7.0,"Horror, Mystery, Thriller",7773,Kôji Shiraishi,115,,-1.0,-1.0,-1.0,-1.0,False
North,1994,4.4,"Adventure, Comedy, Drama",12280,Rob Reiner,87,7.14,-1.0,-1.0,-1.0,-1.0,False
North Country,2005,7.3,Drama,36268,Niki Caro,126,18.32,0.0,0.0,0.0,0.0,True
North Face,2008,7.4,"Adventure, Biography, Drama",13210,Philipp Stölzl,126,0.71,-1.0,-1.0,-1.0,-1.0,False
North by Northwest,1959,8.3,"Adventure, Mystery, Thriller",261554,Alfred Hitchcock,136,13.28,0.0,-1.0,-1.0,0.0,True
North to Alaska,1960,7.0,"Comedy, Romance, Western",6037,Henry Hathaway,122,,-1.0,-1.0,-1.0,-1.0,False
Northmen - A Viking Saga,2014,5.4,"Action, Adventure",8080,Claudio Fäh,97,,-1.0,-1.0,-1.0,-1.0,False
Noruwei no mori,2010,6.4,"Drama, Romance",9971,Anh Hung Tran,133,0.01,-1.0,-1.0,-1.0,-1.0,False
Nosferatu,1922,8.0,"Fantasy, Horror",78393,F.W. Murnau,94,,-1.0,-1.0,-1.0,-1.0,False
Nosferatu the Vampyre,1979,7.6,Horror,27707,Werner Herzog,107,,-1.0,-1.0,-1.0,-1.0,False
Nosotros los Nobles,2013,7.4,Comedy,7954,Gary Alazraki,108,,-1.0,-1.0,-1.0,-1.0,False
Nostalgia,1983,8.1,Drama,17818,Andrei Tarkovsky,125,0.01,-1.0,-1.0,-1.0,-1.0,False
Not Another Teen Movie,2001,5.7,Comedy,88398,Joel Gallen,89,38.25,-1.0,-1.0,-1.0,-1.0,False
Not Without My Daughter,1991,6.3,"Drama, Thriller",10970,Brian Gilbert,116,14.79,-1.0,-1.0,-1.0,-1.0,False
Notes on a Scandal,2006,7.4,"Crime, Drama, Romance",69814,Richard Eyre,92,17.51,0.0,-1.0,-1.0,0.0,True
Nothing But Trouble,1991,4.9,Comedy,20091,Dan Aykroyd,94,8.48,-1.0,-1.0,-1.0,-1.0,False
Nothing But the Truth,2008,7.2,"Crime, Drama, Mystery",33577,Rod Lurie,108,0.0,-1.0,-1.0,-1.0,-1.0,False
Nothing Is Private,2007,7.0,Drama,10950,Alan Ball,124,0.37,-1.0,-1.0,-1.0,-1.0,False
Nothing to Lose,1997,6.7,"Action, Adventure, Comedy",40458,Steve Oedekerk,98,44.46,-1.0,-1.0,-1.0,-1.0,False
Notorious,1946,8.0,"Drama, FilmNoir, Romance",82862,Alfred Hitchcock,102,10.46,0.0,-1.0,-1.0,0.0,True
Notorious,2009,6.7,"Biography, Crime, Drama",37061,George Tillman Jr.,122,36.84,-1.0,-1.0,-1.0,-1.0,False
Notting Hill,1999,7.1,"Comedy, Drama, Romance",235221,Roger Michell,124,116.09,-1.0,-1.0,0.0,0.0,True
Novecento,1976,7.7,"Drama, History",19560,Bernardo Bertolucci,317,,-1.0,-1.0,-1.0,-1.0,False
November Criminals,2017,5.3,"Crime, Drama, Mystery",6020,Sacha Gervasi,85,,-1.0,-1.0,-1.0,-1.0,False
Novocaine,2001,5.8,"Comedy, Crime, Drama",10145,David Atkins,95,2.04,-1.0,-1.0,-1.0,-1.0,False
Now Is Good,2012,7.2,"Drama, Romance",30672,Ol Parker,103,,-1.0,-1.0,-1.0,-1.0,False
Now You See Me,2013,7.3,"Crime, Mystery, Thriller",535029,Louis Leterrier,115,117.72,-1.0,-1.0,-1.0,-1.0,False
Now You See Me 2,2016,6.5,"Action, Adventure, Comedy",200712,Jon M. Chu,129,65.08,-1.0,-1.0,-1.0,-1.0,False
Now and Then,1995,6.8,"Comedy, Drama, Romance",23682,Lesli Linka Glatter,100,27.4,-1.0,-1.0,-1.0,-1.0,False
"Now, Voyager",1942,8.0,"Drama, Romance",13083,Irving Rapper,117,,1.0,-1.0,-1.0,1.0,True
Nowhere,1997,6.4,"Comedy, Drama, Sci-Fi",7456,Gregg Araki,82,0.03,-1.0,-1.0,-1.0,-1.0,False
Nowhere Boy,2009,7.1,"Biography, Drama, Music",32154,Sam Taylor-Johnson,98,1.45,-1.0,-1.0,-1.0,-1.0,False
Nowhere to Run,1993,5.6,"Action, Crime, Drama",19640,Robert Harmon,94,22.19,-1.0,-1.0,-1.0,-1.0,False
Numb,2007,6.7,"Comedy, Drama, Romance",7684,Harris Goldberg,93,,-1.0,-1.0,-1.0,-1.0,False
Nuns on the Run,1990,5.9,"Comedy, Crime",6893,Jonathan Lynn,89,10.96,-1.0,-1.0,-1.0,-1.0,False
Nurse 3-D,2013,4.6,"Horror, Thriller",8523,Douglas Aarniokoski,84,,-1.0,-1.0,-1.0,-1.0,False
Nurse Betty,2000,6.2,"Comedy, Crime, Drama",31506,Neil LaBute,110,25.17,-1.0,-1.0,1.0,1.0,True
Nutty Professor II: The Klumps,2000,4.4,"Comedy, Romance, Sci-Fi",44366,Peter Segal,106,123.31,-1.0,-1.0,-1.0,-1.0,False
Nymphomaniac: Vol. I,2013,7.0,Drama,101905,Lars von Trier,117,0.79,-1.0,-1.0,-1.0,-1.0,False
Nymphomaniac: Vol. II,2013,6.7,Drama,74845,Lars von Trier,124,0.33,-1.0,-1.0,-1.0,-1.0,False
Nói albinói,2003,7.4,Drama,8514,Dagur Kári,93,0.06,-1.0,-1.0,-1.0,-1.0,False
O,2001,6.2,"Drama, Romance, Thriller",18324,Tim Blake Nelson,95,16.02,-1.0,-1.0,-1.0,-1.0,False
O Auto da Compadecida,2000,8.6,"Adventure, Comedy",8304,Guel Arraes,104,,-1.0,-1.0,-1.0,-1.0,False
"O Brother, Where Art Thou?",2000,7.8,"Adventure, Comedy, Crime",255436,Joel Coen,107,45.51,0.0,-1.0,1.0,1.0,True
O Homem Que Copiava,2003,7.7,"Comedy, Crime, Drama",8232,Jorge Furtado,123,0.02,-1.0,-1.0,-1.0,-1.0,False
O Lucky Man!,1973,7.8,"Comedy, Drama, Fantasy",6816,Lindsay Anderson,178,,-1.0,-1.0,0.0,0.0,True
OMG: Oh My God!,2012,8.2,"Comedy, Drama, Fantasy",41260,Umesh Shukla,125,0.92,-1.0,-1.0,-1.0,-1.0,False
"OSS 117: Le Caire, nid d'espions",2006,7.1,"Action, Adventure, Comedy",15971,Michel Hazanavicius,99,0.3,-1.0,-1.0,-1.0,-1.0,False
OSS 117: Rio ne répond plus,2009,6.9,"Action, Adventure, Comedy",11225,Michel Hazanavicius,101,0.09,-1.0,-1.0,-1.0,-1.0,False
OXV: The Manual,2013,6.8,"Mystery, Romance, Sci-Fi",12563,Darren Paul Fisher,105,,-1.0,-1.0,-1.0,-1.0,False
Oasiseu,2002,8.0,"Drama, Romance",6485,Chang-dong Lee,133,,-1.0,-1.0,-1.0,-1.0,False
Oblivion,2013,7.0,"Action, Adventure, Mystery",440385,Joseph Kosinski,124,89.02,-1.0,-1.0,-1.0,-1.0,False
Observe and Report,2009,5.8,"Comedy, Crime, Drama",56073,Jody Hill,86,23.99,-1.0,-1.0,-1.0,-1.0,False
Obsessed,2009,4.9,"Drama, Romance, Thriller",26056,Steve Shill,108,68.26,-1.0,-1.0,-1.0,-1.0,False
Obsession,1976,6.8,"Drama, Mystery, Thriller",7432,Brian De Palma,98,,0.0,-1.0,-1.0,0.0,True
Obsluhoval jsem anglického krále,2006,7.4,"Comedy, Drama, Romance",6804,Jirí Menzel,113,0.62,-1.0,-1.0,-1.0,-1.0,False
Obvious Child,2014,6.8,"Comedy, Drama, Romance",20720,Gillian Robespierre,84,3.12,-1.0,-1.0,-1.0,-1.0,False
Occupation,2018,5.7,"Action, Drama, Sci-Fi",8759,Luke Sparke,119,,-1.0,-1.0,-1.0,-1.0,False
Ocean's Eight,2018,6.3,"Action, Comedy, Crime",99077,Gary Ross,110,139.38,-1.0,-1.0,-1.0,-1.0,False
Ocean's Eleven,2001,7.8,"Crime, Thriller",461381,Steven Soderbergh,116,183.42,-1.0,-1.0,-1.0,-1.0,False
Ocean's Eleven,1960,6.6,"Comedy, Crime, Music",17647,Lewis Milestone,127,12.32,-1.0,-1.0,-1.0,-1.0,False
Ocean's Thirteen,2007,6.9,"Crime, Thriller",289806,Steven Soderbergh,122,117.15,-1.0,-1.0,-1.0,-1.0,False
Ocean's Twelve,2004,6.5,"Crime, Thriller",322800,Steven Soderbergh,125,125.54,-1.0,-1.0,-1.0,-1.0,False
Ocho apellidos vascos,2014,6.6,"Comedy, Romance",14313,Emilio Martínez Lázaro,98,,-1.0,-1.0,-1.0,-1.0,False
October,2018,7.6,"Drama, Romance",8169,Shoojit Sircar,115,,-1.0,-1.0,-1.0,-1.0,False
October 1917 (Ten Days that Shook the World),1927,7.5,"Drama, History",6073,Grigoriy Aleksandrov,142,,-1.0,-1.0,-1.0,-1.0,False
October Baby,2011,6.8,Drama,6783,Andrew Erwin,107,5.36,-1.0,-1.0,-1.0,-1.0,False
October Sky,1999,7.8,"Biography, Drama, Family",72903,Joe Johnston,108,32.48,-1.0,-1.0,-1.0,-1.0,False
Octopussy,1983,6.6,"Action, Adventure, Thriller",84078,John Glen,131,67.9,-1.0,-1.0,-1.0,-1.0,False
Oculus,2013,6.5,"Horror, Mystery",103358,Mike Flanagan,104,27.7,-1.0,-1.0,-1.0,-1.0,False
Odd Man Out,1947,7.8,"Crime, Drama, FilmNoir",7564,Carol Reed,116,,0.0,-1.0,-1.0,0.0,True
Odd Thomas,2013,6.9,"Comedy, Fantasy, Horror",42332,Stephen Sommers,97,,-1.0,-1.0,-1.0,-1.0,False
Of Mice and Men,1992,7.5,Drama,36136,Gary Sinise,115,5.1,-1.0,-1.0,-1.0,-1.0,False
Office Christmas Party,2016,5.8,Comedy,51986,Josh Gordon,105,54.73,-1.0,-1.0,-1.0,-1.0,False
Office Space,1999,7.8,Comedy,221494,Mike Judge,89,10.82,-1.0,-1.0,-1.0,-1.0,False
Offside,2006,7.3,"Comedy, Drama, Sport",6641,Jafar Panahi,93,0.18,-1.0,-1.0,-1.0,-1.0,False
Oh Boy,2012,7.4,"Comedy, Drama",13136,Jan Ole Gerster,86,0.15,-1.0,-1.0,-1.0,-1.0,False
"Oh, God!",1977,6.6,"Comedy, Fantasy",7738,Carl Reiner,98,41.69,0.0,-1.0,-1.0,0.0,True
Okja,2017,7.3,"Action, Adventure, Drama",65589,Joon-ho Bong,120,,-1.0,-1.0,-1.0,-1.0,False
Okkadu,2003,8.1,"Action, Romance",7040,Gunasekhar,170,,-1.0,-1.0,-1.0,-1.0,False
Oklahoma!,1955,7.2,"Comedy, Drama, Musical",9904,Fred Zinnemann,145,,1.0,-1.0,-1.0,1.0,True
Old Dogs,2009,5.4,"Comedy, Family",33856,Walt Becker,88,49.49,-1.0,-1.0,-1.0,-1.0,False
Old School,2003,7.1,Comedy,200072,Todd Phillips,88,75.59,-1.0,-1.0,-1.0,-1.0,False
Old Yeller,1957,7.3,"Adventure, Drama, Family",10138,Robert Stevenson,83,21.91,-1.0,-1.0,-1.0,-1.0,False
Oldboy,2013,5.8,"Action, Drama, Mystery",60597,Spike Lee,104,2.19,-1.0,-1.0,-1.0,-1.0,False
Oldeuboi,2003,8.4,"Action, Drama, Mystery",438781,Chan-wook Park,120,0.71,-1.0,-1.0,-1.0,-1.0,False
Oliver & Company,1988,6.7,"Animation, Adventure, Comedy",37820,George Scribner,74,74.15,-1.0,-1.0,0.0,0.0,True
Oliver Twist,2005,6.9,"Crime, Drama",28411,Roman Polanski,130,1.99,-1.0,-1.0,-1.0,-1.0,False
Oliver Twist,1948,7.8,Drama,9856,David Lean,116,,-1.0,-1.0,-1.0,-1.0,False
Oliver!,1968,7.5,"Drama, Family, Musical",30199,Carol Reed,153,16.8,1.0,-1.0,1.0,1.0,True
Olympus Has Fallen,2013,6.5,"Action, Thriller",229354,Antoine Fuqua,119,98.93,-1.0,-1.0,-1.0,-1.0,False
Om Shanti Om,2007,6.7,"Action, Drama, Musical",33893,Farah Khan,162,3.6,-1.0,-1.0,-1.0,-1.0,False
Omar,2013,7.5,"Drama, Romance, Thriller",11698,Hany Abu-Assad,96,0.36,0.0,-1.0,-1.0,0.0,True
Omen II: Damien,1978,6.3,Horror,25747,Don Taylor,107,3.88,-1.0,-1.0,-1.0,-1.0,False
Omkara,2006,8.1,"Action, Crime, Drama",16455,Vishal Bhardwaj,155,0.79,-1.0,-1.0,-1.0,-1.0,False
Omoide no Mânî,2014,7.7,"Animation, Drama, Family",22828,James Simone,103,0.77,-1.0,-1.0,-1.0,-1.0,False
On Deadly Ground,1994,4.4,"Action, Adventure, Thriller",20175,Steven Seagal,101,38.59,-1.0,-1.0,-1.0,-1.0,False
On Golden Pond,1981,7.7,Drama,24579,Mark Rydell,109,119.29,1.0,-1.0,1.0,1.0,True
On Her Majesty's Secret Service,1969,6.8,"Action, Adventure, Thriller",69128,Peter R. Hunt,142,22.8,-1.0,-1.0,0.0,0.0,True
On the Beach,1959,7.3,"Drama, Romance, Sci-Fi",10631,Stanley Kramer,134,11.0,0.0,-1.0,-1.0,0.0,True
On the Road,2012,6.1,"Adventure, Drama, Romance",37168,Walter Salles,124,0.72,-1.0,-1.0,-1.0,-1.0,False
On the Town,1949,7.6,"Comedy, Musical, Romance",14096,Stanley Donen,98,,1.0,-1.0,-1.0,1.0,True
On the Waterfront,1954,8.2,"Crime, Drama, Thriller",123978,Elia Kazan,108,9.6,1.0,-1.0,1.0,1.0,True
Once,2007,7.9,"Drama, Music, Romance",103076,John Carney,86,9.44,1.0,-1.0,-1.0,1.0,True
Once Bitten,1985,5.5,"Comedy, Fantasy, Horror",11641,Howard Storm,94,10.0,-1.0,-1.0,-1.0,-1.0,False
Once Upon a Time in America,1984,8.4,"Crime, Drama",265566,Sergio Leone,229,5.32,-1.0,-1.0,0.0,0.0,True
Once Upon a Time in China,1991,7.4,"Action, Adventure, Biography",15504,Hark Tsui,134,,-1.0,-1.0,-1.0,-1.0,False
Once Upon a Time in Mexico,2003,6.4,"Action, Thriller",142174,Robert Rodriguez,102,56.36,-1.0,-1.0,-1.0,-1.0,False
Once Upon a Time in Mumbaai,2010,7.4,"Action, Crime, Drama",13912,Milan Luthria,134,,-1.0,-1.0,-1.0,-1.0,False
Once Upon a Time in Venice,2017,5.3,"Action, Comedy, Thriller",13141,Mark Cullen,94,,-1.0,-1.0,-1.0,-1.0,False
Once Upon a Time in the West,1968,8.5,Western,260576,Sergio Leone,165,5.32,-1.0,-1.0,-1.0,-1.0,False
Once Were Warriors,1994,7.9,"Crime, Drama",28559,Lee Tamahori,102,2.2,-1.0,-1.0,-1.0,-1.0,False
Ondine,2009,6.8,"Drama, Mystery, Romance",18551,Neil Jordan,111,0.55,-1.0,-1.0,-1.0,-1.0,False
One Chance,2013,6.8,"Biography, Comedy, Drama",10179,David Frankel,103,0.09,-1.0,-1.0,0.0,0.0,True
One Crazy Summer,1986,6.4,"Comedy, Romance",12225,Savage Steve Holland,93,13.43,-1.0,-1.0,-1.0,-1.0,False
One Day,2011,7.0,"Drama, Romance",123929,Lone Scherfig,107,13.84,-1.0,-1.0,-1.0,-1.0,False
One Eight Seven,1997,6.7,"Drama, Thriller",20091,Kevin Reynolds,119,5.72,-1.0,-1.0,-1.0,-1.0,False
One False Move,1992,7.2,"Crime, Drama",8625,Carl Franklin,105,1.54,-1.0,-1.0,-1.0,-1.0,False
One Fine Day,1996,6.5,"Comedy, Drama, Romance",39711,Michael Hoffman,108,46.15,0.0,-1.0,0.0,0.0,True
