Title,Year,Score,Genre,Vote,Director,Runtime,Revenue,Oscar,Guild,Globe,win,nominee
Battle of Britain,1969,7.0,"Action, Drama, History",18412,Guy Hamilton,132,,-1.0,-1.0,-1.0,-1.0,False
Battle of Midway,1976,6.8,"Action, Drama, History",15398,Jack Smight,132,,-1.0,-1.0,-1.0,-1.0,False
Battle of the Bulge,1965,6.8,"Drama, History, War",12926,Ken Annakin,167,,-1.0,-1.0,-1.0,-1.0,False
Battle of the Sexes,2017,6.7,"Biography, Comedy, Drama",38161,Jonathan Dayton,121,12.64,-1.0,-1.0,0.0,0.0,True
Battle of the Year,2013,5.1,"Drama, Music",8632,Benson Lee,110,8.89,-1.0,-1.0,-1.0,-1.0,False
Battlefield Earth,2000,2.4,"Action, Adventure, Sci-Fi",71272,Roger Christian,118,21.47,-1.0,-1.0,-1.0,-1.0,False
Battleship,2012,5.8,"Action, Adventure, Sci-Fi",221707,Peter Berg,131,65.42,-1.0,-1.0,-1.0,-1.0,False
Battleship Potemkin,1925,8.0,"Drama, History",46636,Sergei M. Eisenstein,75,0.05,-1.0,-1.0,-1.0,-1.0,False
Battlestar Galactica,1978,6.8,"Action, Adventure, Sci-Fi",7387,Richard A. Colla,148,,-1.0,-1.0,0.0,0.0,True
Baywatch,2017,5.6,"Action, Comedy, Crime",120600,Seth Gordon,116,58.06,-1.0,-1.0,-1.0,-1.0,False
Be Cool,2005,5.7,"Comedy, Crime, Music",63718,F. Gary Gray,118,56.05,-1.0,-1.0,-1.0,-1.0,False
Be Kind Rewind,2008,6.4,Comedy,84865,Michel Gondry,102,11.17,-1.0,-1.0,-1.0,-1.0,False
Beach Rats,2017,6.4,Drama,7930,Eliza Hittman,98,0.47,-1.0,-1.0,-1.0,-1.0,False
Beaches,1988,6.9,"Comedy, Drama, Music",20702,Garry Marshall,123,57.04,0.0,-1.0,-1.0,0.0,True
Bean,1997,6.4,"Adventure, Comedy, Family",86585,Mel Smith,89,45.32,-1.0,-1.0,-1.0,-1.0,False
Beastly,2011,5.6,"Drama, Fantasy, Romance",71038,Daniel Barnz,86,27.87,-1.0,-1.0,-1.0,-1.0,False
Beasts of No Nation,2015,7.8,"Drama, War",59926,Cary Joji Fukunaga,137,0.08,-1.0,-1.0,0.0,0.0,True
Beasts of the Southern Wild,2012,7.3,"Adventure, Drama, Fantasy",76258,Benh Zeitlin,93,12.8,0.0,-1.0,-1.0,0.0,True
Beat the Devil,1953,6.6,"Action, Adventure, Comedy",7093,John Huston,95,,-1.0,-1.0,-1.0,-1.0,False
Beatriz at Dinner,2017,6.1,"Comedy, Drama",7355,Miguel Arteta,82,7.12,-1.0,-1.0,-1.0,-1.0,False
Beau travail,1999,7.4,"Drama, War",6480,Claire Denis,92,0.25,-1.0,-1.0,-1.0,-1.0,False
Beautiful Creatures,2013,6.2,"Drama, Fantasy, Romance",77955,Richard LaGravenese,124,19.45,-1.0,-1.0,-1.0,-1.0,False
Beautiful Girls,1996,7.2,"Comedy, Drama, Romance",29123,Ted Demme,112,10.6,-1.0,-1.0,-1.0,-1.0,False
Beautiful Thing,1996,7.6,"Comedy, Drama, Romance",20824,Hettie Macdonald,90,1.5,-1.0,-1.0,-1.0,-1.0,False
Beauty Shop,2005,5.5,Comedy,14860,Bille Woodruff,105,36.35,-1.0,-1.0,-1.0,-1.0,False
Beauty and the Beast,1991,8.0,"Animation, Family, Fantasy",376089,Gary Trousdale,84,218.97,1.0,-1.0,1.0,1.0,True
Beauty and the Beast,2017,7.2,"Family, Fantasy, Musical",219689,Bill Condon,129,504.01,0.0,-1.0,-1.0,0.0,True
Beavis and Butt-Head Do America,1996,6.8,"Animation, Adventure, Comedy",47277,Mike Judge,81,63.07,-1.0,-1.0,-1.0,-1.0,False
Because I Said So,2007,5.6,"Comedy, Romance",35096,Michael Lehmann,102,42.67,-1.0,-1.0,-1.0,-1.0,False
Because of Winn-Dixie,2005,6.4,"Comedy, Drama, Family",9430,Wayne Wang,106,32.65,-1.0,-1.0,-1.0,-1.0,False
Becket,1964,8.0,"Biography, Drama, History",12370,Peter Glenville,148,,1.0,-1.0,1.0,1.0,True
Becoming Jane,2007,7.1,"Biography, Drama, Romance",52886,Julian Jarrold,120,18.67,-1.0,-1.0,-1.0,-1.0,False
Bed & Board,1970,7.6,"Comedy, Drama",6671,François Truffaut,100,,-1.0,-1.0,-1.0,-1.0,False
Bed of Roses,1996,6.1,"Romance, Drama",7401,Michael Goldenberg,87,19.03,-1.0,-1.0,-1.0,-1.0,False
Bedazzled,2000,6.0,"Comedy, Fantasy",89326,Harold Ramis,93,37.88,-1.0,-1.0,-1.0,-1.0,False
Bedazzled,1967,7.0,"Comedy, Fantasy, Romance",7568,Stanley Donen,103,,-1.0,-1.0,-1.0,-1.0,False
Bedknobs and Broomsticks,1971,7.1,"Animation, Adventure, Comedy",29975,Robert Stevenson,117,18.53,1.0,-1.0,0.0,1.0,True
Bedtime Stories,2008,6.1,"Comedy, Family, Fantasy",80153,Adam Shankman,99,110.1,-1.0,-1.0,-1.0,-1.0,False
Bee Movie,2007,6.1,"Animation, Adventure, Comedy",123007,Simon J. Smith,91,126.63,-1.0,-1.0,-1.0,-1.0,False
Bee Season,2005,5.5,Drama,6363,Scott McGehee,104,1.18,-1.0,-1.0,-1.0,-1.0,False
Beer League,2006,6.0,"Comedy, Sport",7329,Frank Sebastiano,86,0.48,-1.0,-1.0,-1.0,-1.0,False
Beerfest,2006,6.3,Comedy,59792,Jay Chandrasekhar,110,19.19,-1.0,-1.0,-1.0,-1.0,False
Beethoven,1992,5.6,"Comedy, Drama, Family",57804,Brian Levant,87,57.11,-1.0,-1.0,-1.0,-1.0,False
Beethoven's 2nd,1993,4.8,"Comedy, Family, Romance",22527,Rod Daniel,89,53.35,0.0,-1.0,0.0,0.0,True
Beetlejuice,1988,7.5,"Comedy, Fantasy",222706,Tim Burton,92,73.71,1.0,-1.0,-1.0,1.0,True
Befikre,2016,3.9,"Comedy, Drama, Romance",6046,Aditya Chopra,130,,-1.0,-1.0,-1.0,-1.0,False
Before I Disappear,2014,7.2,Drama,8242,Shawn Christensen,93,0.01,-1.0,-1.0,-1.0,-1.0,False
Before I Fall,2017,6.4,"Drama, Fantasy, Mystery",35324,Ry Russo-Young,98,12.23,-1.0,-1.0,-1.0,-1.0,False
Before I Go to Sleep,2014,6.3,"Drama, Horror, Mystery",61694,Rowan Joffe,92,2.96,-1.0,-1.0,-1.0,-1.0,False
Before I Wake,2016,6.2,"Drama, Fantasy, Horror",30139,Mike Flanagan,97,,-1.0,-1.0,-1.0,-1.0,False
Before Midnight,2013,7.9,"Drama, Romance",118057,Richard Linklater,109,8.11,0.0,-1.0,0.0,0.0,True
Before Night Falls,2000,7.3,"Biography, Drama, Romance",22399,Julian Schnabel,133,4.22,0.0,-1.0,0.0,0.0,True
Before Sunrise,1995,8.1,"Drama, Romance",228608,Richard Linklater,101,5.54,-1.0,-1.0,-1.0,-1.0,False
Before Sunset,2004,8.1,"Drama, Romance",199748,Richard Linklater,80,5.79,0.0,-1.0,-1.0,0.0,True
Before We Go,2014,6.8,"Comedy, Drama, Romance",41407,Chris Evans,95,0.04,-1.0,-1.0,-1.0,-1.0,False
Before and After,1996,6.1,"Crime, Drama, Mystery",7495,Barbet Schroeder,108,8.8,-1.0,-1.0,-1.0,-1.0,False
Before the Devil Knows You're Dead,2007,7.3,"Crime, Drama, Thriller",88705,Sidney Lumet,117,7.08,-1.0,-1.0,-1.0,-1.0,False
Before the Fall,2004,7.4,"Drama, Sport, Thriller",12814,Dennis Gansel,117,0.14,-1.0,-1.0,-1.0,-1.0,False
Begin Again,2013,7.4,"Comedy, Drama, Music",125580,John Carney,104,16.17,-1.0,-1.0,-1.0,-1.0,False
Beginners,2010,7.2,"Comedy, Drama, Romance",82347,Mike Mills,105,5.79,-1.0,1.0,-1.0,1.0,True
Begotten,1990,5.9,"Fantasy, Horror",8640,E. Elias Merhige,72,,-1.0,-1.0,-1.0,-1.0,False
Behaving Badly,2014,4.4,Comedy,8482,Tim Garrick,97,,-1.0,-1.0,-1.0,-1.0,False
Behind Enemy Lines,2001,6.4,"Action, Drama, Thriller",93267,John Moore,106,59.07,-1.0,-1.0,-1.0,-1.0,False
Behind the Candelabra,2013,7.0,"Biography, Drama, Romance",36845,Steven Soderbergh,118,,-1.0,-1.0,1.0,1.0,True
Behind the Mask: The Rise of Leslie Vernon,2006,6.8,"Comedy, Horror, Thriller",19287,Scott Glosserman,92,0.07,-1.0,-1.0,-1.0,-1.0,False
Behzat Ç.: Seni Kalbime Gömdüm,2011,7.7,"Action, Crime, Mystery",8152,Serdar Akar,110,,-1.0,-1.0,-1.0,-1.0,False
Being Flynn,2012,6.4,Drama,15512,Paul Weitz,102,0.53,-1.0,-1.0,-1.0,-1.0,False
Being John Malkovich,1999,7.8,"Comedy, Drama, Fantasy",282299,Spike Jonze,113,22.86,0.0,0.0,0.0,0.0,True
Being Julia,2004,7.0,"Comedy, Drama, Romance",11378,István Szabó,104,7.74,0.0,0.0,1.0,1.0,True
Being There,1979,8.0,"Comedy, Drama",58765,Hal Ashby,130,30.18,1.0,-1.0,1.0,1.0,True
Bekushiru: 2077 Nihon sakoku,2007,6.9,"Animation, Action, Sci-Fi",7151,Fumihiko Sori,109,,-1.0,-1.0,-1.0,-1.0,False
Bel Ami,2012,5.4,"Drama, History, Romance",16778,Declan Donnellan,102,0.12,-1.0,-1.0,-1.0,-1.0,False
Bell Book and Candle,1958,6.9,"Comedy, Romance, Fantasy",8292,Richard Quine,106,,-1.0,-1.0,-1.0,-1.0,False
Bella,2006,7.3,"Drama, Romance",10049,Alejandro Monteverde,91,8.11,-1.0,-1.0,-1.0,-1.0,False
Belle,2013,7.4,"Biography, Drama, Romance",24818,Amma Asante,100,10.73,-1.0,-1.0,-1.0,-1.0,False
Belle Epoque,1992,7.2,"Comedy, Drama, Romance",8626,Fernando Trueba,109,5.97,-1.0,-1.0,-1.0,-1.0,False
Belle de Jour,1967,7.8,Drama,34461,Luis Buñuel,100,0.03,-1.0,-1.0,-1.0,-1.0,False
Belleville Rendez-vous,2003,7.8,"Animation, Comedy, Drama",46750,Sylvain Chomet,78,7.0,-1.0,-1.0,-1.0,-1.0,False
Bellflower,2011,6.4,"Action, Drama, Romance",7216,Evan Glodell,106,0.17,-1.0,-1.0,-1.0,-1.0,False
Belly,1998,6.0,"Crime, Drama",8123,Hype Williams,96,9.63,-1.0,-1.0,-1.0,-1.0,False
Beloved,1998,5.9,"Drama, History, Horror",6576,Jonathan Demme,172,22.85,0.0,-1.0,-1.0,0.0,True
Below,2002,6.2,"Action, Horror, Mystery",19443,David Twohy,105,0.61,-1.0,-1.0,-1.0,-1.0,False
Below Her Mouth,2016,5.5,"Drama, Romance",6361,April Mullen,94,,-1.0,-1.0,-1.0,-1.0,False
Ben & Arthur,2002,2.2,"Drama, Romance, Thriller",7287,Sam Mraovich,85,,-1.0,-1.0,-1.0,-1.0,False
Ben X,2007,7.4,"Drama, Thriller",17529,Nic Balthazar,93,0.0,-1.0,-1.0,-1.0,-1.0,False
Ben-Hur,1959,8.1,"Adventure, Drama, History",194976,William Wyler,212,74.7,1.0,-1.0,1.0,1.0,True
Ben-Hur,2016,5.7,"Action, Adventure, Drama",36096,Timur Bekmambetov,123,26.38,-1.0,-1.0,-1.0,-1.0,False
Ben-Hur: A Tale of the Christ,1925,8.0,"Adventure, Drama, Romance",6675,Fred Niblo,143,12.45,-1.0,-1.0,-1.0,-1.0,False
Bend It Like Beckham,2002,6.7,"Comedy, Drama, Romance",97579,Gurinder Chadha,112,32.54,-1.0,-1.0,-1.0,-1.0,False
Beneath Hill 60,2010,7.1,"Drama, History, War",6668,Jeremy Sims,122,,-1.0,-1.0,-1.0,-1.0,False
Beneath the Planet of the Apes,1970,6.1,"Action, Adventure, Sci-Fi",37842,Ted Post,95,19.0,-1.0,-1.0,-1.0,-1.0,False
Benny & Joon,1993,7.2,"Comedy, Drama, Romance",50615,Jeremiah S. Chechik,98,23.2,-1.0,-1.0,0.0,0.0,True
Benny's Video,1992,7.2,"Crime, Drama",11638,Michael Haneke,105,,-1.0,-1.0,-1.0,-1.0,False
Bent,1997,7.3,"Drama, History, Romance",7031,Sean Mathias,105,0.37,-1.0,-1.0,-1.0,-1.0,False
Benvenuti al sud,2010,6.5,Comedy,6822,Luca Miniero,102,,-1.0,-1.0,-1.0,-1.0,False
Beowulf,2007,6.2,"Animation, Action, Adventure",152606,Robert Zemeckis,115,82.16,-1.0,-1.0,-1.0,-1.0,False
Beowulf,1999,4.1,"Action, Adventure, Fantasy",10424,Graham Baker,95,,-1.0,-1.0,-1.0,-1.0,False
Beowulf & Grendel,2005,5.9,"Action, Adventure, Drama",16598,Sturla Gunnarsson,103,0.07,-1.0,-1.0,-1.0,-1.0,False
Berberian Sound Studio,2012,6.2,"Drama, Horror, Thriller",12415,Peter Strickland,92,,-1.0,-1.0,-1.0,-1.0,False
Berlin Calling,2008,7.3,"Comedy, Drama, Music",11795,Hannes Stöhr,100,,-1.0,-1.0,-1.0,-1.0,False
Berlin Syndrome,2017,6.3,"Drama, Horror, Mystery",16898,Cate Shortland,116,0.03,-1.0,-1.0,-1.0,-1.0,False
Bernie,2011,6.8,"Biography, Comedy, Crime",52568,Richard Linklater,99,9.2,-1.0,-1.0,-1.0,-1.0,False
Berserk: The Golden Age Arc I - The Egg of the King,2012,7.7,"Animation, Action, Adventure",8266,Toshiyuki Kubooka,76,,-1.0,-1.0,-1.0,-1.0,False
Berserk: The Golden Age Arc II - The Battle for Doldrey,2012,7.8,"Animation, Action, Adventure",6668,Toshiyuki Kubooka,80,,-1.0,-1.0,-1.0,-1.0,False
Berserk: The Golden Age Arc III - The Advent,2013,8.0,"Animation, Action, Adventure",6112,Toshiyuki Kubooka,110,,-1.0,-1.0,-1.0,-1.0,False
Best Laid Plans,1999,6.2,"Crime, Drama, Thriller",6749,Mike Barker,92,0.03,-1.0,-1.0,-1.0,-1.0,False
Best Man Down,2012,6.4,"Comedy, Drama",8685,Ted Koland,89,0.0,-1.0,-1.0,-1.0,-1.0,False
Best in Show,2000,7.5,Comedy,50285,Christopher Guest,90,18.62,-1.0,-1.0,-1.0,-1.0,False
Best of the Best,1989,6.4,"Action, Drama, Sport",10797,Robert Radler,97,1.7,-1.0,-1.0,-1.0,-1.0,False
Beta Test,2016,5.9,"Action, Sci-Fi, Thriller",11152,Nicholas Gyeney,88,0.01,-1.0,-1.0,-1.0,-1.0,False
Better Living Through Chemistry,2014,6.3,"Comedy, Drama",12981,Geoff Moore,91,0.07,-1.0,-1.0,-1.0,-1.0,False
Better Luck Tomorrow,2002,7.1,"Crime, Drama, Romance",8500,Justin Lin,101,3.8,-1.0,-1.0,-1.0,-1.0,False
Better Off Dead...,1985,7.2,"Comedy, Romance",37664,Savage Steve Holland,97,10.3,-1.0,-1.0,-1.0,-1.0,False
Better Than Chocolate,1999,6.1,"Comedy, Drama, Romance",7261,Anne Wheeler,101,2.01,-1.0,-1.0,-1.0,-1.0,False
Better Watch Out,2016,6.5,"Comedy, Crime, Horror",19075,Chris Peckover,89,0.02,-1.0,-1.0,-1.0,-1.0,False
Betty Blue,1986,7.4,"Drama, Romance",15519,Jean-Jacques Beineix,120,2.0,0.0,-1.0,-1.0,0.0,True
Beverly Hills Chihuahua,2008,3.8,"Adventure, Comedy, Drama",19909,Raja Gosnell,91,94.51,-1.0,-1.0,-1.0,-1.0,False
Beverly Hills Cop,1984,7.3,"Action, Comedy, Crime",144409,Martin Brest,105,234.76,0.0,-1.0,0.0,0.0,True
Beverly Hills Cop II,1987,6.5,"Action, Comedy, Crime",95697,Tony Scott,100,153.67,0.0,-1.0,0.0,0.0,True
Beverly Hills Cop III,1994,5.5,"Action, Comedy, Crime",68450,John Landis,104,42.61,-1.0,-1.0,-1.0,-1.0,False
Beverly Hills Ninja,1997,5.5,"Action, Comedy",34539,Dennis Dugan,88,31.24,-1.0,-1.0,-1.0,-1.0,False
Bewitched,2005,4.8,"Comedy, Fantasy, Romance",63875,Nora Ephron,102,62.25,-1.0,-1.0,-1.0,-1.0,False
Beyaz Melek,2007,6.4,Drama,6051,Mahsun Kirmizigül,122,,-1.0,-1.0,-1.0,-1.0,False
Beyond Borders,2003,6.5,"Adventure, Drama, Romance",24781,Martin Campbell,127,4.43,-1.0,-1.0,-1.0,-1.0,False
Beyond Re-Animator,2003,5.9,"Comedy, Horror, Sci-Fi",9842,Brian Yuzna,96,,-1.0,-1.0,-1.0,-1.0,False
Beyond Skyline,2017,5.3,"Action, Adventure, Horror",13667,Liam O'Donnell,106,0.99,-1.0,-1.0,-1.0,-1.0,False
Beyond a Reasonable Doubt,2009,5.9,"Crime, Drama, Mystery",11551,Peter Hyams,106,0.03,-1.0,-1.0,-1.0,-1.0,False
Beyond the Black Rainbow,2010,6.1,"Horror, Sci-Fi, Thriller",9491,Panos Cosmatos,110,0.06,-1.0,-1.0,-1.0,-1.0,False
Beyond the Lights,2014,6.9,"Drama, Music, Romance",13662,Gina Prince-Bythewood,116,14.62,0.0,-1.0,-1.0,0.0,True
Beyond the Reach,2014,5.6,Thriller,8450,Jean-Baptiste Léonetti,91,0.04,-1.0,-1.0,-1.0,-1.0,False
Beyond the Sea,2004,6.7,"Biography, Drama, Music",13814,Kevin Spacey,118,6.32,-1.0,-1.0,0.0,0.0,True
Beyond the Valley of the Dolls,1970,6.2,"Comedy, Drama, Music",8786,Russ Meyer,109,9.0,-1.0,-1.0,-1.0,-1.0,False
Bhaag Milkha Bhaag,2013,8.2,"Biography, Drama, Sport",52302,Rakeysh Omprakash Mehra,186,1.63,-1.0,-1.0,-1.0,-1.0,False
Bhagam Bhag,2006,6.4,"Comedy, Crime, Mystery",8412,Priyadarshan,157,0.65,-1.0,-1.0,-1.0,-1.0,False
Bharat Ane Nenu,2018,8.2,"Action, Drama",11870,Koratala Siva,173,3.55,-1.0,-1.0,-1.0,-1.0,False
Bheja Fry,2007,7.7,"Comedy, Drama",9772,Sagar Ballary,95,,-1.0,-1.0,-1.0,-1.0,False
Bhool Bhulaiyaa,2007,7.3,"Horror, Mystery, Thriller",17411,Priyadarshan,159,1.07,-1.0,-1.0,-1.0,-1.0,False
Bhoothnath,2008,6.3,"Comedy, Drama, Family",6308,Vivek Sharma,150,,-1.0,-1.0,-1.0,-1.0,False
Bi Küçük Eylül Meselesi,2014,7.3,"Drama, Mystery, Romance",7003,Kerem Deren,106,,-1.0,-1.0,-1.0,-1.0,False
Bicentennial Man,1999,6.9,"Comedy, Drama, Sci-Fi",99598,Chris Columbus,132,58.22,0.0,-1.0,-1.0,0.0,True
Bicycle Thieves,1948,8.3,Drama,120181,Vittorio De Sica,89,0.33,-1.0,-1.0,-1.0,-1.0,False
Bienvenue chez les Ch'tis,2008,7.1,"Comedy, Romance",35479,Dany Boon,106,1.48,-1.0,-1.0,-1.0,-1.0,False
Big,1988,7.3,"Comedy, Drama, Family",172748,Penny Marshall,104,114.97,0.0,-1.0,1.0,1.0,True
Big Ass Spider!,2013,5.3,"Action, Adventure, Comedy",6273,Mike Mendez,80,,-1.0,-1.0,-1.0,-1.0,False
Big Bad Wolves,2013,6.8,"Drama, Horror, Thriller",13925,Aharon Keshales,110,0.03,-1.0,-1.0,-1.0,-1.0,False
Big Business,1988,6.4,Comedy,10372,Jim Abrahams,97,40.15,-1.0,-1.0,-1.0,-1.0,False
Big Daddy,1999,6.4,"Comedy, Drama",180247,Dennis Dugan,93,163.48,-1.0,-1.0,-1.0,-1.0,False
Big Eyes,2014,7.0,"Biography, Crime, Drama",73846,Tim Burton,106,14.48,-1.0,-1.0,1.0,1.0,True
Big Fan,2009,6.7,"Comedy, Crime, Drama",8485,Robert Siegel,88,0.23,-1.0,-1.0,-1.0,-1.0,False
Big Fat Important Movie,2008,4.3,"Comedy, Fantasy",9006,David Zucker,83,7.0,-1.0,-1.0,-1.0,-1.0,False
Big Fat Liar,2002,5.4,"Adventure, Comedy, Family",31885,Shawn Levy,88,47.81,-1.0,-1.0,-1.0,-1.0,False
Big Fish,2003,8.0,"Adventure, Drama, Fantasy",382426,Tim Burton,125,66.26,0.0,-1.0,0.0,0.0,True
Big Game,2014,5.4,"Action, Adventure",27503,Jalmari Helander,90,0.02,-1.0,-1.0,-1.0,-1.0,False
Big Hero 6,2014,7.8,"Animation, Action, Adventure",349288,Don Hall,102,222.53,1.0,-1.0,-1.0,1.0,True
Big Jake,1971,7.2,Western,9588,George Sherman,110,7.5,-1.0,-1.0,-1.0,-1.0,False
Big Miracle,2012,6.5,"Biography, Drama, Family",17070,Ken Kwapis,107,20.11,-1.0,-1.0,-1.0,-1.0,False
Big Momma's House,2000,5.1,"Action, Comedy, Crime",74230,Raja Gosnell,99,117.56,-1.0,-1.0,-1.0,-1.0,False
Big Momma's House 2,2006,4.7,"Comedy, Crime",36651,John Whitesell,99,70.17,-1.0,-1.0,-1.0,-1.0,False
"Big Mommas: Like Father, Like Son",2011,4.4,"Action, Comedy, Crime",22778,John Whitesell,107,37.92,-1.0,-1.0,-1.0,-1.0,False
Big Night,1996,7.3,"Drama, Romance",14784,Campbell Scott,109,11.88,-1.0,-1.0,-1.0,-1.0,False
Big Nothing,2006,6.8,"Comedy, Crime, Thriller",27763,Jean-Baptiste Andrea,86,,-1.0,-1.0,-1.0,-1.0,False
Big Stan,2007,6.2,"Action, Comedy",38149,Rob Schneider,105,,-1.0,-1.0,-1.0,-1.0,False
Big Top Pee-wee,1988,4.9,"Adventure, Comedy, Romance",8026,Randal Kleiser,86,15.12,-1.0,-1.0,-1.0,-1.0,False
Big Trouble,2002,6.5,"Comedy, Crime, Thriller",18697,Barry Sonnenfeld,85,7.26,-1.0,-1.0,-1.0,-1.0,False
Big Trouble in Little China,1986,7.3,"Action, Adventure, Comedy",108730,John Carpenter,99,11.1,-1.0,-1.0,-1.0,-1.0,False
Bigfoot and the Hendersons,1987,5.9,"Comedy, Family, Fantasy",27688,William Dear,110,29.76,-1.0,-1.0,-1.0,-1.0,False
Bijitâ Q,2001,6.8,"Comedy, Drama, Horror",13522,Takashi Miike,84,,-1.0,-1.0,-1.0,-1.0,False
Biker Boyz,2003,4.6,"Action, Drama",11864,Reggie Rock Bythewood,110,21.7,-1.0,-1.0,-1.0,-1.0,False
Bikur Ha-Tizmoret,2007,7.6,"Comedy, Drama, Music",11957,Eran Kolirin,87,3.05,-1.0,-1.0,-1.0,-1.0,False
Bilal: A New Breed of Hero,2015,8.3,"Animation, Action, Adventure",16580,Khurram H. Alavi,105,0.49,-1.0,-1.0,-1.0,-1.0,False
Bill,2007,6.3,"Comedy, Drama",18643,Bernie Goldmann,93,0.06,-1.0,-1.0,-1.0,-1.0,False
Bill & Ted's Bogus Journey,1991,6.2,"Adventure, Comedy, Fantasy",55732,Peter Hewitt,93,38.04,-1.0,-1.0,-1.0,-1.0,False
Bill & Ted's Excellent Adventure,1989,6.9,"Adventure, Comedy, Music",96476,Stephen Herek,90,40.49,-1.0,-1.0,-1.0,-1.0,False
Billa 2,2012,6.3,"Action, Thriller",9674,Chakri Toleti,129,,-1.0,-1.0,-1.0,-1.0,False
Billu,2009,6.2,"Comedy, Drama",8899,Priyadarshan,137,0.75,-1.0,-1.0,-1.0,-1.0,False
Billy Bathgate,1991,5.9,"Crime, Drama, Thriller",10478,Robert Benton,106,15.97,-1.0,-1.0,0.0,0.0,True
Billy Elliot,2000,7.7,"Drama, Music, Romance",110828,Stephen Daldry,110,22.0,0.0,0.0,0.0,0.0,True
Billy Lynn's Long Halftime Walk,2016,6.3,"Drama, War",18035,Ang Lee,113,1.72,-1.0,-1.0,-1.0,-1.0,False
Billy Madison,1995,6.4,Comedy,117897,Tamra Davis,89,25.59,-1.0,-1.0,-1.0,-1.0,False
Biloxi Blues,1988,6.6,"Comedy, Drama",13032,Mike Nichols,106,43.18,-1.0,-1.0,-1.0,-1.0,False
Bio-Dome,1996,4.4,Comedy,23781,Jason Bloom,88,26.76,-1.0,-1.0,-1.0,-1.0,False
Biohazard: Damnation,2012,6.6,"Animation, Action, Horror",16661,Makoto Kamiya,100,,-1.0,-1.0,-1.0,-1.0,False
Bir Zamanlar Anadolu'da,2011,7.8,"Crime, Drama",32691,Nuri Bilge Ceylan,157,0.14,-1.0,-1.0,-1.0,-1.0,False
Bird,1988,7.2,"Biography, Drama, Music",10142,Clint Eastwood,161,2.18,1.0,-1.0,1.0,1.0,True
Bird on a Wire,1990,5.9,"Action, Comedy",35597,John Badham,110,70.98,-1.0,-1.0,-1.0,-1.0,False
Birdemic: Shock and Terror,2010,1.8,"Horror, Romance, Thriller",18271,James Nguyen,105,,-1.0,-1.0,-1.0,-1.0,False
Birdman of Alcatraz,1962,7.8,"Biography, Crime, Drama",14071,John Frankenheimer,147,,0.0,-1.0,0.0,0.0,True
Birdman or (The Unexpected Virtue of Ignorance),2014,7.7,"Comedy, Drama",495330,Alejandro G. Iñárritu,119,42.34,1.0,-1.0,-1.0,1.0,True
Birdy,1984,7.3,"Drama, War",19298,Alan Parker,120,1.46,-1.0,-1.0,-1.0,-1.0,False
Birth,2004,6.1,"Drama, Mystery, Romance",32296,Jonathan Glazer,100,5.01,-1.0,-1.0,0.0,0.0,True
Birthday Girl,2001,6.1,"Comedy, Crime, Thriller",22998,Jez Butterworth,93,4.92,-1.0,-1.0,-1.0,-1.0,False
Bitch Slap,2009,4.5,"Action, Comedy, Crime",12821,Rick Jacobson,109,0.02,-1.0,-1.0,-1.0,-1.0,False
Bitter Moon,1992,7.2,"Drama, Romance, Thriller",30188,Roman Polanski,139,1.86,-1.0,-1.0,-1.0,-1.0,False
Bitva za Sevastopol,2015,7.2,"Biography, Drama, Romance",7550,Sergey Mokritskiy,110,,-1.0,-1.0,-1.0,-1.0,False
Biutiful,2010,7.5,"Drama, Romance",78389,Alejandro G. Iñárritu,148,5.1,0.0,-1.0,-1.0,0.0,True
Biyeolhan geori,2006,7.4,"Action, Crime, Drama",6832,Ha Yoo,141,,-1.0,-1.0,-1.0,-1.0,False
BlacKkKlansman,2018,7.7,"Biography, Comedy, Crime",45660,Spike Lee,135,48.27,1.0,-1.0,0.0,1.0,True
Black,2005,8.2,Drama,29985,Sanjay Leela Bhansali,122,0.73,-1.0,-1.0,-1.0,-1.0,False
Black Beauty,1994,6.6,"Adventure, Drama, Family",8257,Caroline Thompson,88,4.63,-1.0,-1.0,-1.0,-1.0,False
Black Book,2006,7.8,"Drama, Thriller, War",66797,Paul Verhoeven,145,4.4,-1.0,-1.0,-1.0,-1.0,False
Black Butterfly,2017,6.1,Thriller,9381,Brian Goodman,93,,-1.0,-1.0,-1.0,-1.0,False
Black Christmas,1974,7.2,"Horror, Mystery, Thriller",26058,Bob Clark,98,4.05,-1.0,-1.0,-1.0,-1.0,False
Black Christmas,2006,4.6,"Comedy, Horror",22297,Glen Morgan,84,16.24,-1.0,-1.0,-1.0,-1.0,False
Black Death,2010,6.4,"Action, Adventure, Drama",40145,Christopher Smith,102,0.02,-1.0,-1.0,-1.0,-1.0,False
Black Dog,1998,5.4,"Action, Crime, Drama",7581,Kevin Hooks,89,12.83,-1.0,-1.0,-1.0,-1.0,False
Black Dynamite,2009,7.4,"Action, Comedy",41464,Scott Sanders,84,0.23,-1.0,-1.0,-1.0,-1.0,False
Black Friday,2004,8.6,"Action, Crime, Drama",15298,Anurag Kashyap,143,0.03,-1.0,-1.0,-1.0,-1.0,False
Black Gold,2011,6.7,"Action, Adventure, Drama",10270,Jean-Jacques Annaud,130,,-1.0,-1.0,-1.0,-1.0,False
Black Hawk Down,2001,7.7,"Drama, History, War",329793,Ridley Scott,144,108.64,1.0,-1.0,-1.0,1.0,True
